Datum,Naziv,Prejemnik,Darovalec,Tip darila,Način izročitve,Vrednost,Način določitve vrednosti,Razlog za izročitev,gift_owner,date_str,recipient_org,recipient,donor,gift_type,delivery_type,Description,value_determination_method,occasion,Date,donor_geo,Countries_donors,Year,Month,Year_Month,Countries_donors_2
2018-07-13,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"MARIE CLEOFE R NATIVIDAD, VELEPOSLANICA REPUBLIKE FILIPINOV V RS",protokolarno,neposredno,60,spletna trgovina,zahvala,public sector entity (employer),2018-07-13,office president republic slovenia,functionary,"marie cleofe r natividad, ambassador republic philippines rs",protocol,directly,statuette turtle shell armor,online shop,thank,2018-07-13,['natividad'],['natividad'],2018,7,2018-07,['natividad']
2018-09-13,RAČUNSKO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,"vrhovna revizijska inštitucija makedonije, namestnik predsednika g. naser ademi",protokolarno,neposredno,60,osebna nestrokovna ocena,pogovor z otroci o.š. lava,public sector entity (employer),2018-09-13,audit court republic slovenia,functionary,"supreme audit institution macedonia, deputy president mr. nasser ademi",protocol,directly,"decorative painting title stone bridge, wooden frame, metal",personal non-professional assessment,conversation children lava,2018-09-13,[],[],2018,9,2018-09,[]
2018-09-24,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,predsednik senata republike poljske stanislaw karczewski,protokolarno,neposredno,60,OSEBNA NESTROKOVNA OCENA,"protokolarno darilo ob uradnem obisku MZZ Grčije v Sloveniji, 18.09.2020",organization official holds position,2018-09-24,state council republic slovenia,functionary,"president senate republic poland, stanislaw karczewski",protocol,directly,porcelain - bison,personal non-professional assessment,"protocol gift occasion official visit mfa greece slovenia, 18 september 2020",2018-09-24,['poland'],['poland'],2018,9,2018-09,['poland']
2018-09-24,MINISTRSTVO ZA INFRASTRUKTURO,funkcionar,NEDO HIROAKI ISHIZUKA,protokolarno,posredno,60,nestrokovna ocena (spletne cene),lastna pobuda,country,2018-09-24,ministry infrastructure,functionary,nedo hiroaki ishizuka,protocol,indirectly,urushi lacquered decorative box,non-expert assessment (online prices),initiative,2018-09-24,[],[],2018,9,2018-09,[]
2018-10-12,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"gospa alexandra hildebrandt, direktorica muzeja mauermuseum",priložnostno,neposredno,60,nestrokovna ocena (spletna cena),srečanje v okviru obiska predsednika mednarodnega olimpijskega komiteja v sloveniji,country,2018-10-12,cabinet president government republic slovenia,functionary,"mrs. alexandra hildebrandt, director mauermuseum",occasional,directly,three books,non-expert assessment (online price),meeting within framework visit president international olympic committee slovenia,2018-10-12,[],[],2018,10,2018-10,[]
2018-10-23,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"dr. zdravko kačič, rektor univerze v mariboru",priložnostno,neposredno,60,OSEBNA NESTROKOVNA OCENA,SREČANJE VELEPOSLANIKA S PDZ,public sector entity (employer),2018-10-23,cabinet president government republic slovenia,functionary,"dr. zdravko kačič, rector university maribor",occasional,directly,soccer jersey nk maribor,personal non-professional assessment,meeting ambassador private vocational director,2018-10-23,[],[],2018,10,2018-10,[]
2018-10-23,Socialno varstveni zavod Hrastovec,državni organ/lokalna skupnost/nosilec javnih pooblastil,skupnost socialnih zavodov slovenije,priložnostno,neposredno,60,OSEBNA NESTROKOVNA OCENA,DELOVNI POGOVOR PRI PREDSEDNIKU AVSTRIJE,public sector entity (employer),2018-10-23,social welfare institution hrastovec,state body/local community/holder public authority,community social institutions slovenia,occasional,directly,apple figurine - handmade,personal non-professional assessment,working conversation president austria,2018-10-23,[],[],2018,10,2018-10,[]
2018-10-24,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,gospod boris pahor,priložnostno,neposredno,60,na podlagi podatka darovalca,jubilej,recipient,2018-10-24,cabinet president government republic slovenia,functionary,mr. boris pahor,occasional,directly,"book ""i lived like this"" book ""without kocbek's participation, would liberation front""",based donor's information,jubilee,2018-10-24,[],[],2018,10,2018-10,[]
2018-11-14,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,predsednik vrhovnega sodišča madžarske,protokolarno,neposredno,60,splet,obisk,country,2018-11-14,supreme court republic slovenia,functionary,president supreme court hungary,protocol,directly,picture bridge-budapest-gilded border,web,visit,2018-11-14,['hungary'],['hungary'],2018,11,2018-11,['hungary']
2018-12-11,OBČINA TRZIN,funkcionar,"izolacija zorman, šmarca, gornji log 2, 1241 kamnik",priložnostno,neposredno,60,splet,obisk,country,2018-12-11,trzin municipality,functionary,"insulation zorman, šmarca, upper log 2, 1241 kamnik",occasional,directly,"short-sleeved shirt, notebook, usb key, bvlgari man black eau de parfum 60ml, pad, meter",web,visit,2018-12-11,[],[],2018,12,2018-12,[]
2018-12-20,OBČINA TRZIN,funkcionar,"javno komunalno podjetje prodnik d.o.o., savska cesta 34, 1230 domžale",priložnostno,neposredno,60,splet,obisk,country,2018-12-20,trzin municipality,functionary,"public utility company prodnik d.o.o., savska cesta 34, 1230 domžale",occasional,directly,"champagne louis roederer brut premier - white sparkling wine, fruit tea, glass teapot",web,visit,2018-12-20,[],[],2018,12,2018-12,[]
2019-02-11,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Talat XHAFERI, predsednik Sobranja Republike Makedonije",protokolarno,posredno,60,osebna nestrokovna ocena,darilo ob uradnem obisku v rep. severni makedoniji,country,2019-02-11,ministry foreign affairs,functionary,"talat xhaferi, speaker assembly republic macedonia",protocol,indirectly,gilded letter-opening knife,personal non-professional assessment,gift official visit republic. north macedonia,2019-02-11,['macedonia'],['macedonia'],2019,2,2019-02,['macedonia']
2019-04-18,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,ORGANIZATOR SARAJEVO BUSINESS FORUMA,protokolarno,neposredno,60,osebna nestrokovna ocena,uradni obisk v severni makedoniji,public sector entity (employer),2019-04-18,office president republic slovenia,functionary,organizer sarajevo business forum,protocol,directly,glass recognition - award,personal non-professional assessment,official visit north macedonia,2019-04-18,[],[],2019,4,2019-04,[]
2019-04-24,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,"JAROSLAV KUBERA, PREDSEDNIK SENATA ČEŠKE REPUBLIKE",protokolarno,neposredno,60,OSEBNA NESTROKOVNA OCENA,uradni obisk v severni makedoniji,public sector entity (employer),2019-04-24,state council republic slovenia,functionary,"jaroslav kubera, president senate czech republic",protocol,directly,pendulum clock,personal non-professional assessment,official visit north macedonia,2019-04-24,[],[],2019,4,2019-04,[]
2019-06-24,RAČUNSKO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,"vri varšava, predsednik kwiatkowski",priložnostno,neposredno,60,OSEBNA NESTROKOVNA OCENA,uradni obisk v severni makedoniji,public sector entity (employer),2019-06-24,audit court republic slovenia,functionary,"vri warsaw, president kwiatkowski",occasional,directly,silver coin 14.6 g,personal non-professional assessment,official visit north macedonia,2019-06-24,['warsaw'],['warsaw'],2019,6,2019-06,['warsaw']
2019-09-04,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Abbas ARAGHCHI, namestnik ministra za zunanje zadeve Islamske republike Iran",protokolarno,neposredno,60,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V SEVERNI MAKEDONIJI,public sector entity (employer),2019-09-04,ministry foreign affairs,functionary,"abbas araghchi, deputy minister foreign affairs islamic republic iran",protocol,directly,gilded plate traditional pattern,personal non-professional assessment,official visit north macedonia,2019-09-04,['iran'],['iran'],2019,9,2019-09,['iran']
2019-10-28,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"gospod viktor orban, predsednik vlade madžarske",protokolarno,neposredno,60,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V SEVERNI MAKEDONIJI,public sector entity (employer),2019-10-28,cabinet president government republic slovenia,functionary,"mr. viktor orban, prime minister hungary",protocol,directly,"book ""terra benedicta - land hungarian wine""",personal non-professional assessment,official visit north macedonia,2019-10-28,['hungary'],['hungary'],2019,10,2019-10,['hungary']
2019-10-28,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"GOSPOD GAŠPERJ VINČEC, JADRALCA, OLIMPIJCA, BLOUDKOVEGA NAGRAJENCA IN, PO NOVEM, TUDI ZMAGOVALCA NAJVEČJE REGATE NA SVETU – BARKOLANE",protokolarno,neposredno,60,splet,71. OBLETNICA USTANOVITVE LR KITAJSKE,country,2019-10-28,office president republic slovenia,functionary,"mr gašperj vinčec, sailer, olympian, bloudko prize winner and, newly, also winner biggest regatta world – barkolane",protocol,directly,sports winter jacket,web,71st anniversary establishment prc china,2019-10-28,[],[],2019,10,2019-10,[]
2019-11-12,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"RED HABIB ZAKI, VELEPOSLANIK EGIPTA",protokolarno,neposredno,60,splet,71. OBLETNICA USTANOVITVE LR KITAJSKE,country,2019-11-12,office president republic slovenia,functionary,"red habib zaki, ambassador egypt",protocol,directly,mosaic picture - face goddess medusa,web,71st anniversary establishment prc china,2019-11-12,['egypt'],['egypt'],2019,11,2019-11,['egypt']
2019-11-14,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,predsednik vrhovnega sodišča madžarske,protokolarno,neposredno,60,splet,71. obletnica ustanovitve LR kitajske,country,2019-11-14,supreme court republic slovenia,functionary,president supreme court hungary,protocol,directly,painting bridge - budapest - gilded border,web,71st anniversary founding people's republic china,2019-11-14,['hungary'],['hungary'],2019,11,2019-11,['hungary']
2019-12-02,MESTNA OBČINA LJUBLJANA,funkcionar,"prof. dr. igor papič, rektor univerze v ljubljani",priložnostno,neposredno,60,laično ocenjeno na podlagi pregleda spleta,bilateralno srečanje ob robu zasedanja kmetijskih ministrov v4+7,recipient,2019-12-02,municipality ljubljana,functionary,"prof. dr. igor papič, rector university ljubljana",occasional,directly,book memories rector's years silver coin,layman's estimate based web review,bilateral meeting sidelines v4+7 meeting agricultural ministers,2019-12-02,[],[],2019,12,2019-12,[]
2019-12-18,BANKA SLOVENIJE,funkcionar,Veleposlaništvo VB,priložnostno,posredno,60,PREKO CEN OBJAVLJENIH NA SPLETNI STRANi PROIZVAJALCa IN PONUDNIKOV,PRILOŽNOSTNO DARILO OB KITAJSKEM PRAZNIKU SREDINE JESENI,recipient,2019-12-18,bank slovenia,functionary,embassy uk,occasional,indirectly,cognac,prices published website manufacturer suppliers,occasional gift chinese mid-autumn festival,2019-12-18,[],[],2019,12,2019-12,[]
2020-01-15,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"šejk Abdulla Bin ZAYED AL NAHYAN, minister za zunanje zadeve in mednarodno sodelovanje Združenih Arabskih Emiratov",priložnostno,posredno,60,preko cen objavljenih na spletnih straneh proizvajalcev in ponudnikov,priložnostno darilo ob kitajskem prazniku sredine jeseni,public sector entity (employer),2020-01-15,ministry foreign affairs,functionary,"sheikh abdulla bin zayed al nahyan, minister foreign affairs international cooperation united arab emirates",occasional,indirectly,wooden gift set coffee fragrances,prices published websites manufacturers providers,casual gift chinese mid-autumn festival,2020-01-15,[],[],2020,1,2020-01,[]
2020-01-15,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"sultan Salmeen ALMANSOURI, veleposlanik Katarja",priložnostno,posredno,60,PREVERJENA CENA NA SPLETU,"protokolarno darilo ob uradnem obisku MZZ dr. Logarja v Španiji, 29.09.2020",country,2020-01-15,ministry foreign affairs,functionary,"sultan salmeen almansouri, ambassador qatar",occasional,indirectly,gift set guerlain cosmetics,price checked online,"protocol gift official visit mfa dr. logar spain, 29/09/2020",2020-01-15,['qatar'],['qatar'],2020,1,2020-01,['qatar']
2020-06-05,SLUŽBA VLADE REPUBLIKE SLOVENIJE ZA RAZVOJ IN EVROPSKO KOHEZIJSKO POLITIKO,funkcionar,župan občine desternik,priložnostno,neposredno,60,nestrokovna ocena,"udeležba predsednika vlade RS na okrogli mizi ""odgovoren državljan - uspešen narod""",public sector entity (employer),2020-06-05,office government republic slovenia development european cohesion policy,functionary,mayor desternik municipality,occasional,directly,picture dester,non-professional assessment,"participation prime minister republic slovenia round table ""responsible citizen - successful nation""",2020-06-05,[],[],2020,6,2020-06,[]
2020-07-21,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,Uradna oseba,"ZUZANA ČAPUTOVA, PREDSEDNICA SLOVAŠKE REPUBLIKE",protokolarno,neposredno,60,OSEBNA NESTROKOVNA OCENA,"MEDPARLAMENTARNA VIDEOKONFERENCA 12.10.2020 O STABILNOSTI, GOSPODARSKI KOORDINACIJI IN UPRAVLJANJU V eU",recipient,2020-07-21,office president republic slovenia,official person,"zuzana čaputova, president slovak republic",protocol,directly,leisure sneakers,personal non-professional assessment,"inter-parliamentary video conference 12/10/2020 stability, economic coordination governance eu",2020-07-21,['slovak'],['slovak'],2020,7,2020-07,['slovak']
2020-07-21,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,Uradna oseba,"ZUZANA ČAPUTOVA, PREDSEDNICA SLOVAŠKE REPUBLIKE",protokolarno,neposredno,60,cena na knjigi,25. obletnica univerze v novi gorici,country,2020-07-21,office president republic slovenia,official person,"zuzana čaputova, president slovak republic",protocol,directly,leisure sneakers,price per book,25th anniversary university nova gorica,2020-07-21,['slovak'],['slovak'],2020,7,2020-07,['slovak']
2020-09-28,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Uradna oseba,poljski minister za kmetijstvo jan krzysztof ardanowski,protokolarno,neposredno,60,"NA PODLAGI PREDHODNE CENE, KI JE NAVEDENA NA HRBTNI STRANI DARILA",projekt medgeneracijsko branje,public sector entity (employer),2020-09-28,"ministry agriculture, forestry food",official person,polish minister agriculture jan krzysztof ardanowski,protocol,directly,watercolor city poznan (a5) + book collection thoughts sermons pope john paul ii farmers agriculture,based previous price listed back gift,intergenerational reading project,2020-09-28,[],[],2020,9,2020-09,[]
2020-10-24,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"nj. eksc. gospod Edi Rama, predsednik vlade republike albanije",protokolarno,posredno,60,cena knjige,obisk vlade rs v koroški regiji,official,2020-10-24,cabinet president government republic slovenia,functionary,"exc. mr. edi rama, prime minister republic albania",protocol,indirectly,book 'edi rama: work' cufflinks motif albanian coat arms,price book,visit government rs carinthia region,2020-10-24,['albania'],['albania'],2020,10,2020-10,['albania']
2020-11-26,MESTNA OBČINA MURSKA SOBOTA,Uradna oseba,"stefan kutsenits, direktor podjetja k bus smart mobility",priložnostno,neposredno,60,Cena navedena na knjigi,Obisk Vlade Republike Slovenije v Koroški regiji - v zahvalo in spomin,country,2020-11-26,municipality mursk sabota,official person,"stefan kutsenits, director k bus smart mobility",occasional,directly,wristwatch company logo,price indicated book,visit government republic slovenia carinthia region - thanks memory,2020-11-26,[],[],2020,11,2020-11,[]
2020-12-15,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Fernando ARIAS, generalni direktor Organizacije za prepoved kemičnega orožja (OPCW)",priložnostno,neposredno,60,preverjena cena na trgu,priložnostno,organization official holds position,2020-12-15,ministry foreign affairs,functionary,"fernando arias, director general organization prohibition chemical weapons (opcw)",occasional,directly,waterman pen,verified market price,casually,2020-12-15,[],[],2020,12,2020-12,[]
2020-12-15,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Stef BLOK, minister za zunanje zadeve Kraljevine Nizozemske",priložnostno,neposredno,60,LAIČNA,DELOVNI OBISK,public sector entity (employer),2020-12-15,ministry foreign affairs,functionary,"stef blok, minister foreign affairs kingdom netherlands",occasional,directly,cuff links,lay,business visit,2020-12-15,['netherlands'],['netherlands'],2020,12,2020-12,['netherlands']
2021-01-22,MINISTRSTVO ZA ZUNANJE ZADEVE,Uradna oseba,"gORDAN GRLIĆ RADMAN, MINISTER ZA ZUNANJE IN EVROPSKE ZADEVE REPUBLIKE HRVAŠKE",priložnostno,neposredno,60,PRIMERJAVA VREDNOSTI NA SPLETNI STRANI,VLJUDNOSTNI OBISK,public sector entity (employer),2021-01-22,ministry foreign affairs,official person,"gordan grlić radman, minister foreign european affairs republic croatia",occasional,directly,cuff links,website value comparison,courtesy visit,2021-01-22,[],[],2021,1,2021-01,[]
