Datum,Naziv,Prejemnik,Darovalec,Tip darila,Način izročitve,Opis,Vrednost,Način določitve vrednosti,Razlog za izročitev,Lastnik darila
2020-12-21,OBČINA ŠTORE,Uradna oseba,petrol d.d.,priložnostno,neposredno,"wisky, namizni koledar",35,osebna nestrokovna ocena,uradni obisk poljskega pr v rs,država
2020-12-22,OBČINA ŠTORE,Uradna oseba,az inženiring d.o.o.,priložnostno,neposredno,konjak,35,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika državnega zbora v latviji,"organizacija, v kateri funkcionar opravlja funkcijo"
2019-01-09,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"gospod metod di batista, avtor knjige",priložnostno,posredno,"knjiga ""Slovenski avtocestni križ""",35,OCENA DAROVALCA,NOVOLETNO DARILO,"organizacija, v kateri funkcionar opravlja funkcijo"
2020-12-15,MINISTRSTVO ZA INFRASTRUKTURO,Uradna oseba,"DIREKTOR 2TDK, D.O.O.",priložnostno,neposredno,"darilni paket - oljčno olje, sol, med, marmelada",35,nestrokovno,doktorska disertacija,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-03-30,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,zmago jelinčič plemeniti,priložnostno,neposredno,knjiga z naslovom ali je hrvaška država legalna,35,izkustveno,novoletna obdaritev,"organizacija, v kateri funkcionar opravlja funkcijo"
2019-06-19,MINISTRSTVO ZA INFRASTRUKTURO,funkcionar,"OBČINSKA UPRAVA NINGBO,KITAJSKA",protokolarno,neposredno,SET ZA KAVO IZ PORCELANA,35,cena na trgu,neznan,država
2019-06-19,MINISTRSTVO ZA INFRASTRUKTURO,funkcionar,MINISTRSTVO ZA PROMET IN PREVOZ KITAJSKE,protokolarno,neposredno,BROŠKA S PERLO,35,preverjeno na spletu,obisk ob zaključku leta,lokalna skupnost
2015-03-31,URAD VLADE REPUBLIKE SLOVENIJE ZA SLOVENCE V ZAMEJSTVU IN PO SVETU,funkcionar,"Župan občine reka, g. Vojko obersnel, korzo 16, reka, hrvaška",protokolarno,neposredno,"KNJIGA: RIJEKA, NIKAD ISTA",34,OSEBNA NESTROKOVNA OCENA,NOVOLETNA OBDARITEV,funkcionar
2015-05-22,URAD VLADE REPUBLIKE SLOVENIJE ZA SLOVENCE V ZAMEJSTVU IN PO SVETU,funkcionar,"Roberto Cosolini, župan mesta Trst, Italija",protokolarno,neposredno,knjiga: TRIESTE/TRST oKNO NA jADRANSKO MORJE,34,osebna nestrokovna ocena,ob novem letu,funkcionar
2018-12-04,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,ekipa kefirko,priložnostno,neposredno,posoda za pripravo kefirja in priročnik za pripravo,33,osebna nestrokovna ocena,ob 5. vrhu 16+1 CeeC China,"organizacija, v kateri funkcionar opravlja funkcijo"
2016-05-22,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,župan občine cerknica gospod marko rupar,priložnostno,neposredno,"knjiga janeza kebeta ""cerkniško jezero in ljudje ob njem""",33,OBIČAJNA VREDNOST ISTOVRSTNIH PREDMETOV,NOVOLETNO DARILO,funkcionar
2017-04-04,MINISTRSTVO ZA FINANCE,funkcionar,Predstavnik SAZu,protokolarno,neposredno,"Knjiga Novi slovenski biografski leksikon, ZRC Sazu, Ljubljana 2013",33,PREVERJENA CENA NA TRGU,NOVOLETNO DARILO,lokalna skupnost
2017-05-04,OBČINA ŠENTJUR,državni organ/lokalna skupnost/nosilec javnih pooblastil,vinko skale,priložnostno,neposredno,knjiga,33,ocena,praznični čas,funkcionar
2017-12-06,DRŽAVNO ODVETNIŠTVO REPUBLIKE SLOVENIJE,funkcionar,veleposlaništvo arabske republike egipt,priložnostno,neposredno,möET & CHANDON BRUT IMPERIAL IN EOY GIFT BOX,33,TRŽNA VREDNOST,NOVOLETNI PRAZNIKI,funkcionar
2019-12-18,OBČINA TRZIN,funkcionar,"območna obrtno-podjetniška zbornica domžale, šaranovičeva 21c, vir, 1230 domžale",priložnostno,neposredno,"poslovnik a4, steklenica za vodo wave 600ml, ballantines - scotch whisky 1l",33,TRŽNA VREDNOST,NOVOLETNI PRAZNIKI,funkcionar
2015-01-27,MESTNA OBČINA MARIBOR,funkcionar,"nj. Eksc. Shmuel meirom, veleposlanik izraela",protokolarno,neposredno,knjiga:HARARI Sapiens,33,PREVERJENA CENA NA TRGU,NOVOLETNO DARILO,lokalna skupnost
2016-11-03,OBČINA ŽALEC,funkcionar,medobčinska splošna knjižnica žalec,priložnostno,neposredno,knjiga-jamie purviance weber -velika knjiga peke na žaru+predpasnik,33,osebna nestrokovna ocena,ob novem letu,funkcionar
2016-12-15,OBČINA ŽALEC,funkcionar,"orel celje, turizem,prevoz potnikov in trgovina d.o.o.",priložnostno,neposredno,"Whiskey Jack Daniels 0,7l v pločevinasti embalaži + dva kozarca",33,cena izpisana na slovarju,novoletno darilo,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-12-20,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,dars,priložnostno,posredno,vstopnici za kulturno prireditev,32,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V TURČIJI,država
2015-12-20,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,dars,priložnostno,posredno,vstopnici za kulturno prireditev,32,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V TURČIJI,država
2015-12-20,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,dars,priložnostno,posredno,vstopnici za kulturno prireditev,32,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V TURČIJI,država
2015-12-20,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,dars,priložnostno,posredno,vstopnici za kulturno prireditev,32,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V TURČIJI,država
2015-12-20,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,dars,priložnostno,posredno,vstopnici za kulturno prireditev,32,PO PODATKIH DAROVALCA,ZADNJA SEJA OS,funkcionar
2015-12-23,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,dars,priložnostno,posredno,vstopnici za prireditev,32,osebna nestrokovna ocena,darilo ob novem letu,funkcionar
2017-04-21,MESTNA OBČINA NOVO MESTO,funkcionar,"ZLATA IBRAHIMPAŠIĆ, SEKRETARKA MESTNEGA SVETA MESTA BIHAĆ",protokolarno,neposredno,"KNJIGA ""ŽELJKO MIRKOVIĆ: UNA I POUNJE - BISER EVROPE""",32,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V TURČIJI,država
2019-10-18,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Kairat Sarybay, veleposlanik Kazahstana v RS",priložnostno,neposredno,Knjiga - monografija Kazahstana - zgodovina Kazahstana v sliki avtorja Jeremy Tredinnick,32,"delno osebna nestrokovna ocena, delno preverjena cena na trgu",darilo ob novem letu,funkcionar
2014-02-17,BANKA SLOVENIJE,funkcionar,"KIERAN DOWLING, ABASADOR R. IRSKE",priložnostno,neposredno,"VOŠČILO, WHISKEY",32,preverjena cena na internetu,darilo ob novem letu,funkcionar
2015-07-06,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,terme snovik,priložnostno,neposredno,karti za celodnevno kopanje v termah,32,osebna nestrokovna ocena,dan ustavnosti,"organizacija, v kateri funkcionar opravlja funkcijo"
2019-12-20,OBČINA TRZIN,funkcionar,"arriva kam-bus kamnik, d. o. o., perovo 30, 1241 kamnik",priložnostno,neposredno,"steklenica za vodo 600 ml (črne barve), ročno izdelana čokolada z drobljenimi lešniki (Rajska ptica), modra odeja",32,vrednosti z nestrokovno oceno ni mogoče podati,obisk generalnega sekretarja sveta za sodelovanje arabskih zalivskih držav,"organizacija, v kateri funkcionar opravlja funkcijo"
2020-08-26,URAD VLADE REPUBLIKE SLOVENIJE ZA SLOVENCE V ZAMEJSTVU IN PO SVETU,Uradna oseba,"SLOVENSKI NARODOPISNI INŠTITUT URBAN JARNIK, 10.-OKTOBERSTRASSE 25, CELOVEC",priložnostno,posredno,KNJIGA: IRENEJ FRIDERIK BARAGA - MISIJONAR IN ŠKOF MED OTAVCI IN OČIPREJCI (irena marković),32,osebna nestrokovna ocena,protokolarno,država
2020-08-13,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,Družinski član uradne osebe,steklarna rogaška,protokolarno,neposredno,"Vaza ""adria""",32,"delno osebna nestrokovna ocena, delno preverjena cena na trgu",darilo ob novem letu,funkcionar
2015-03-30,OBČINA ROGAŠKA SLATINA,funkcionar,"vinogradi horvat, počehova 29, maribor",priložnostno,neposredno,LEDENO VINO,32,osebna nestrokovna ocena,obisk-novoletna obdaritev,lokalna skupnost
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,NESTROKOVNA OCENA,URADNI OBISK PREDSEDNIKA ČRNE GORE V RS,država
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,OSEBNA NESTROKOVNA OCENA,SPREJEM PRI ŽUPANU,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,OSEBNA NESTROKOVNA OCENA,NOVOLETNA OBDARITEV,funkcionar
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V REPUBLIKI SLOVENIJI,država
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,osebna nestrokovna ocena,"udeležba ministrice za obrambo rs na srečanju ministreala na hrvaškem, adriatic charter","organizacija, v kateri funkcionar opravlja funkcijo"
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,"delno osebna nestrokovna ocena, delno preverjena cena na trgu",darilo ob novem letu,funkcionar
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,"delno osebna nestrokovna ocena, delno preverjena cena na trgu",darilo ob novem letu,funkcionar
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,osebna nestrokovna ocena,novoletno darilo,funkcionar
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,osebna nestrokovna ocena,novoletno darilo,funkcionar
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,osebna nestrokovna ocena,darilo ob novem letu,funkcionar
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,ocena,praznični čas,funkcionar
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,"delno osebna nestrokovna ocena, delno preverjena cena na trgu",darilo ob novem letu,funkcionar
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,preverjena cena na trgu,novoletno darilo,funkcionar
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,preverjena cena na trgu,novoletno darilo,funkcionar
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,osebna nestrokovna ocena,ob obisku,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, KEMIČNI SVINČNIK, ROČNA BATERIJA IN MED",32,osebna nestrokovna ocena,obisk ob dnevu zalivskih držav,država
2015-12-17,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL ROKOVNIK, KOLEDAR, VINO, SVINČNIK, ROČNA BATERIJA IN MED",32,osebna nestrokovna ocena,dvostransko srečanje ob robu Mednarodne konference Dan zalivskih držav,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-12-22,BANKA SLOVENIJE,funkcionar,CORPUS ANIMA RATIO,priložnostno,posredno,KNJIGI ALEKSANDER ZADEL,31,vrednosti z nestrokovno oceno ni mogoče podati,uradni obisk predsednika črne gore v sloveniji,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-01-27,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V REPUBLIKI SLOVENIJI,država
2015-01-27,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V REPUBLIKI SLOVENIJI,država
2015-01-27,OBČINA ŠENČUR,funkcionar,občina šenčur,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V REPUBLIKI SLOVENIJI,država
2015-01-27,OBČINA ŠENČUR,funkcionar,občina šenčur,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,nestrokovna ocena,OBISK PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE V JUGOVZHODNI REGIJI,država
2015-01-27,OBČINA ŠENČUR,funkcionar,občina šenčur,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,podatek darovalca (platnica knjige),Obisk vlade rs v jv sloveniji,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-01-27,OBČINA ŠENČUR,funkcionar,občina šenčur,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,cena preverjena na trgu,udeležba predsednika vlade na 25. konferenci kakovost in odličnost v digitalni družbi,država
2015-01-27,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,osebna nestrokovna ocena,konzultacije ds sanje štiglic na malti,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-01-27,OBČINA ŠENČUR,funkcionar,občina šenčur,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,ocena,zahvala,lokalna skupnost
2015-01-27,OBČINA ŠENČUR,funkcionar,občina šenčur,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,OSEBNA NESTROKOVNA OCENA,40-LETNICA PEVSKEGA ZBORA,lokalna skupnost
2015-01-27,OBČINA ŠENČUR,funkcionar,občina šenčur,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,osebna nestrokovna ocena,srečanje z MZZ Nikiforovim ob zasedanju mešane komisije RS-RF,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-01-27,OBČINA ŠENČUR,funkcionar,občina šenčur,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,osebna nestrokovna ocena,sestanek s sindikati,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-01-27,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA V KATERI JE BILO VINO, MED, KOLEDAR, DEŽNIK IN ROKOVNIK",31,osebna ocena,ob obisku,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-01-27,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,osebna,ob obisku,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-01-27,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,internet,ob obisku,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-01-27,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,osebna,ob obisku,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-01-27,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,nestrokovno,sb slovenj gradec je obeležila 120-letnico,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-01-27,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V IRANU,država
2015-01-27,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"darilna vrečka, v kateri je bilo vino, med, koledar, dežnik in rokovnik",31,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V IRANU,država
2015-02-09,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,funkcionar,OBČINA SV. JURIJ V SLOV. GORICAH,priložnostno,neposredno,NOVOLETNO DARILO,31,osebna nestrokovna ocena,obisk občinske delegacije ob občinskem prazniku,lokalna skupnost
2015-02-09,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,funkcionar,OBČINA SV. JURIJ V SLOV. GORICAH,priložnostno,neposredno,NOVOLETNO DARILO,31,OSEBNA NESTROKOVNA OCENA,POGOVOR PRI PREDSEDNIKU,država
2015-02-09,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,funkcionar,OBČINA SV. JURIJ V SLOV. GORICAH,priložnostno,neposredno,NOVOLETNO DARILO,31,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika ukrajine v sloveniji,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-02-09,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,funkcionar,OBČINA SV. JURIJ V SLOV. GORICAH,priložnostno,neposredno,NOVOLETNO DARILO,31,nestrokovna ocena,uradni obisk predsednika ukrajine v rs,država
2015-02-09,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,državni organ/lokalna skupnost/nosilec javnih pooblastil,OBČINA SV. JURIJ V SLOV. GORICAH,priložnostno,neposredno,NOVOLETNO DARILO,31,nestrokovna ocena,obisk predsednika Vlade Republike Slovenije v Jugovzhodni regiji,država
2015-02-09,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,funkcionar,OBČINA SV. JURIJ V SLOV. GORICAH,priložnostno,neposredno,NOVOLETNO DARILO,31,nestrokovna ocena,OBISK PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE V JUGOVZHODNI REGIJI,funkcionar
2015-02-09,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,funkcionar,OBČINA SV. JURIJ V SLOV. GORICAH,priložnostno,neposredno,NOVOLETNO DARILO,31,nestrokovna ocena,OBISK PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE V JUGOVZHODNI REGIJI,država
2015-02-09,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,funkcionar,OBČINA SV. JURIJ V SLOV. GORICAH,priložnostno,neposredno,NOVOLETNO DARILO,31,nestrokovna ocena,OBISK PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE V JUGOVZHODNI REGIJI,država
2015-02-09,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,funkcionar,OBČINA SV. JURIJ V SLOV. GORICAH,priložnostno,neposredno,NOVOLETNO DARILO,31,osebna nestrokovna ocena,obisk delegacije 80 županov iz Burgundije na Goriškem,lokalna skupnost
2015-02-09,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,funkcionar,OBČINA SV. JURIJ V SLOV. GORICAH,priložnostno,neposredno,NOVOLETNO DARILO,31,osebna nestrokovna ocena,CEDC Dunaj- sarajevo,"organizacija, v kateri funkcionar opravlja funkcijo"
2019-12-20,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL KOLEDAR, ROKOVNIK, DARILNI PAKET IN SVINČNIK",30,RAzvidno iz bankovca,zaradi nujnosti zadeve sprejem stranke izven uradnih ur,država
2019-12-20,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL KOLEDAR, ROKOVNIK, DARILNI PAKET IN SVINČNIK",30,internet,zasedanje vlad,"organizacija, v kateri funkcionar opravlja funkcijo"
2019-12-20,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL KOLEDAR, ROKOVNIK, DARILNI PAKET IN SVINČNIK",30,osebna nestrokovna ocena,obisk ministrice za obrambo RS v republiki srbiji,funkcionar
2019-12-20,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL KOLEDAR, ROKOVNIK, DARILNI PAKET IN SVINČNIK",30,osebna nestrokovna ocena,obisk vlade Rs v srbiji,"organizacija, v kateri funkcionar opravlja funkcijo"
2019-12-20,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL KOLEDAR, ROKOVNIK, DARILNI PAKET IN SVINČNIK",30,osebna nestrokovna ocena,protokolarni obisk,"organizacija, v kateri funkcionar opravlja funkcijo"
2019-12-20,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL KOLEDAR, ROKOVNIK, DARILNI PAKET IN SVINČNIK",30,osebna nestrokovna ocena,protokolarni obisk,"organizacija, v kateri funkcionar opravlja funkcijo"
2019-12-20,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL KOLEDAR, ROKOVNIK, DARILNI PAKET IN SVINČNIK",30,vrednosti ni mogoče oceniti,obisk odbora za zunanjo politiko izraelskega parlamenta v sloveniji,"organizacija, v kateri funkcionar opravlja funkcijo"
2019-12-20,OBČINA ŠENČUR,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,"DARILNA VREČKA, V KATERI JE BIL KOLEDAR, ROKOVNIK, DARILNI PAKET IN SVINČNIK",30,OSEBNA NESTROKOVNA OCENA,OBISK VLADE rs V sRBIJI,"organizacija, v kateri funkcionar opravlja funkcijo"
