Datum,Naziv,Prejemnik,Darovalec,Tip darila,Način izročitve,Vrednost,Način določitve vrednosti,Razlog za izročitev,Lastnik darila,Datum_EN,Naziv_EN,Prejemnik_EN,Darovalec_EN,Tip darila_EN,Način izročitve_EN
2016-09-13,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,predstavnik tajvana na sejmu mos v celju,priložnostno,neposredno,60,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V SLOVAŠKI REPUBLIKI,Subjekta javnega sektorja (delodajalca),2016-09-13,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,representative of Taiwan at the mos fair in Celje,casually,directly
2016-09-13,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,veleposlanik lr kitajske v rs,priložnostno,posredno,60,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V SLOVAŠKI REPUBLIKI,Subjekta javnega sektorja (delodajalca),2016-09-13,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,Ambassador of the Republic of China to the Russian Federation,casually,Indirectly
2016-10-11,"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",funkcionar,ministrstvo za izobraževanje lr kitajske,protokolarno,neposredno,60,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V SLOVAŠKI REPUBLIKI,Subjekta javnega sektorja (delodajalca),2016-10-11,"MINISTRY OF EDUCATION, SCIENCE AND SPORTS",functionary,Ministry of Education lr China,protocol,directly
2016-11-21,MINISTRSTVO ZA ZDRAVJE,funkcionar,"janez lavre, dir. UKC MB",priložnostno,neposredno,60,splet,obisk,država,2016-11-21,MINISTRY OF HEALTH,functionary,"janez lavre, director UKC MB",casually,directly
2016-12-06,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK VLADE EGIPTA,protokolarno,neposredno,60,osebna nestrokovna ocena,darilo ob uradnem obisku na slovaškem,država,2016-12-06,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,PRESIDENT OF THE GOVERNMENT OF EGYPT,protocol,directly
2016-12-15,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,GS GCC Abdullatif bin Rashid Al Zayani,priložnostno,neposredno,60,PREVERJENA CENA NA SPLETU,"protokolarno darilo ob delovnem obisku MZZ dr. Logarja v Varšavi, 23.07.2020",država,2016-12-15,MINISTRY OF FOREIGN AFFAIRS,functionary,GCC DG Abdullatif bin Rashid Al Zayani,casually,directly
2016-12-22,AGENCIJA ZA TRG VREDNOSTNIH PAPIRJEV,državni organ/lokalna skupnost/nosilec javnih pooblastil,NLB SKLADI D.O.O.,priložnostno,neposredno,60,OSEBNA NESTROKOVNA,OBISK VELEPOSLANIKA V MESTNI HIŠI,Subjekta javnega sektorja (delodajalca),2016-12-22,SECURITIES MARKET AGENCY,state body/local community/holder of public authority,NLB FOUNDATION D.O.O.,casually,directly
2016-12-31,MINISTRSTVO ZA JAVNO UPRAVO,funkcionar,veleposlanik zda,protokolarno,posredno,60,osebna nestrokovna ocena,obisk predsednika vrhovnega sodišča češke pri predsedniku vrhovnega sodišča Republike lovenije,Subjekta javnega sektorja (delodajalca),2016-12-31,MINISTRY OF PUBLIC ADMINISTRATION,functionary,Ambassador of the USA,protocol,Indirectly
2017-01-07,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"gospod danilo kline, organizacijski odbor 53. zlate lisice",priložnostno,neposredno,60,cena preverjena na spletu,damski program ob obisku ministra za zunanje zadeve združenih držav amerike,Subjekta javnega sektorja (delodajalca),2017-01-07,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Mr. Danilo Kline, organizing committee of the 53rd Golden Foxes",casually,directly
2017-02-09,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"g. nikolaj nikiforov, minister za zveze in množične komunikacije ruske federacije",protokolarno,neposredno,60,cena preverjena na spletu,obisk trgovine v okviru damskega programa ob obisku ministra za zunanje zadeve združenih držav amerike,Subjekta javnega sektorja (delodajalca),2017-02-09,MINISTRY OF FOREIGN AFFAIRS,functionary,"Mr. Nikolay Nikiforov, Minister of Communications and Mass Communications of the Russian Federation",protocol,directly
2017-03-22,MINISTRSTVO ZA ZDRAVJE,funkcionar,minister za zdravstvo malte,protokolarno,posredno,60,nestrokovna ocena,obisk trgovine v okviru damskega programa ob obisku ministra za zunanje zadeve združenih držav amerike,Subjekta javnega sektorja (delodajalca),2017-03-22,MINISTRY OF HEALTH,functionary,Malta's Minister of Health,protocol,Indirectly
2017-04-20,MESTNA OBČINA LJUBLJANA,funkcionar,PREDSEDNIK SVETOVNEGA KONGRESA BOŠNJAKOV,protokolarno,neposredno,60,cena na knjigah,obisk stolnice v okviru damskega programa ob obisku ministra za zunanje zadeve združenih držav amerike,Subjekta javnega sektorja (delodajalca),2017-04-20,MUNICIPALITY OF LJUBLJANA,functionary,PRESIDENT OF THE WORLD CONGRESS OF BOSNIACHES,protocol,directly
2017-04-20,"REPUBLIKA SLOVENIJA, MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO, AGENCIJA REPUBLIKE SLOVENIJE ZA KMETIJSKE TRGE IN RAZVOJ PODEŽELJA",državni organ/lokalna skupnost/nosilec javnih pooblastil,UROŠ NEUDAUER S.P.,priložnostno,posredno,60,na podlagi pregleda spletnih ponudb in objavljenih cen,vljudnostno srečanje in podpis muo o sodelovanju med državama na področju trajnostne rabe gozdov,Prejemnika,2017-04-20,"REPUBLIC OF SLOVENIA, MINISTRY OF AGRICULTURE, FORESTRY AND FOOD, AGENCY OF THE REPUBLIC OF SLOVENIA FOR AGRICULTURAL MARKETS AND RURAL DEVELOPMENT",state body/local community/holder of public authority,UROŠ NEUDAUER S.P.,casually,Indirectly
2017-05-26,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,državni organ/lokalna skupnost/nosilec javnih pooblastil,predsedstvo eu malte,protokolarno,neposredno,60,splet,/,država,2017-05-26,MINISTRY OF ECONOMIC DEVELOPMENT AND TECHNOLOGY,state body/local community/holder of public authority,eu malta presidency,protocol,directly
2017-06-17,OBČINA RADOVLJICA,funkcionar,PGD KAmna gorica,protokolarno,neposredno,60,preverjena cena na trgu,vljudnostna gesta,"organizacija, v kateri funkcionar opravlja funkcijo",2017-06-17,RADOVLJICA MUNICIPALITY,functionary,PGD ​​KAMna gorica,protocol,directly
2017-06-20,MESTNA OBČINA MURSKA SOBOTA,funkcionar,župan občine šentilj,protokolarno,neposredno,60,laično,"obisk in ogled razstave, ki je potekala ob robu sveta koroške regije",Prejemnika,2017-06-20,MUNICIPALITY OF MURSK SABOTA,functionary,the mayor of Šentilj municipality,protocol,directly
2017-07-14,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,družinski član funkcionarja,"PROF. BAI CHUNLI, PRESEDNIK KITAJSKE AKADEMIJE ZNANOSTI",protokolarno,neposredno,60,preko cen navedenih na izdelku in preko interneta (knjiga),udeležba ga. pivec na svetu koroške regije,Subjekta javnega sektorja (delodajalca),2017-07-14,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,family member of the official,"PROF. BAI CHUNLI, PRESIDENT OF THE CHINESE ACADEMY OF SCIENCES",protocol,directly
2017-07-14,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,družinski član funkcionarja,"PROF. BAI CHUNLI, PREDSEDNIK KITAJSKE AKADEMSKE ZNANOSTI",protokolarno,neposredno,60,OSEBNA NESTROKOVNA OCENA,PREDAJA POVERILNEGA PISMA,Subjekta javnega sektorja (delodajalca),2017-07-14,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,family member of the official,"PROF. BAI CHUNLI, PRESIDENT OF CHINA ACADEMIC SCIENCES",protocol,directly
2017-07-24,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,MZZ BELORUSIJE VLADIMIR MAKEI,protokolarno,neposredno,60,PODATEK DAROVALCA,pREDSTAVITEV KNJIŽNEGA PROGRAMA MOHORJEVE ZALOŽBE ZA L. 2020-21 IN NJENO DELOVANJE,Prejemnika,2017-07-24,MINISTRY OF FOREIGN AFFAIRS,functionary,MFA OF BELARUS VLADIMIR MAKEI,protocol,directly
2017-10-23,MINISTRSTVO ZA ZDRAVJE,funkcionar,veleposlaništvo ljudske republike kitajske,protokolarno,posredno,60,NA PODLAGI PODATKA DAROVALCA,PREDSTAVITEV KNJIŽNEGA PROGRAMA MOHORJEVE ZALOŽBE ZA L. 2020-21 IN NJENO DELOVANJE,Subjekta javnega sektorja (delodajalca),2017-10-23,MINISTRY OF HEALTH,functionary,Embassy of the People's Republic of China,protocol,Indirectly
2017-11-23,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"DR. TADEJ SLABE, PREDSEDNIK, INŠTITUT ZA RAZISKOVANJE KRASA",protokolarno,neposredno,60,podatek darovalca,sestanek - predstavitev inštituta,Prejemnika,2017-11-23,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"DR. TADEJ SLABE, PRESIDENT, KRAS RESEARCH INSTITUTE",protocol,directly
2017-12-08,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,državni organ/lokalna skupnost/nosilec javnih pooblastil,VP R kitajske v RS,protokolarno,neposredno,60,NESTROKOVNA OCENA,DELOVNI OBISK PV MADŽARSKE V OKVIRU STRATEŠKEGA FORUMA BLED,država,2017-12-08,MINISTRY OF ECONOMIC DEVELOPMENT AND TECHNOLOGY,state body/local community/holder of public authority,VP of the Republic of China in RS,protocol,directly
2017-12-28,MESTNA OBČINA VELENJE,funkcionar,"igem, d. o. o., šaleška 21, velenje",priložnostno,neposredno,60,osebna ocena,dogodek - kamen z lune,država,2017-12-28,MUNICIPALITY OF VELENJE,functionary,"igem, d. o. o., Šaleška 21, Velenje",casually,directly
2017-12-28,MESTNA OBČINA VELENJE,funkcionar,"aps, d. d., koroška 64, velenje",priložnostno,neposredno,60,PREVERJENA CENA NA SPLETU,"protokolarno darilo ob uradnem obisku MZZ Francije v Sloveniji, 03.-04.09.2020",država,2017-12-28,MUNICIPALITY OF VELENJE,functionary,"aps, d. d., Koroška 64, Velenje",casually,directly
2018-02-01,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNICA VLADE REPUBLIKE SRBIJE MAG. ANA BRNABIĆ,protokolarno,neposredno,60,na podlagi podatka darovalca,oBDARITEV ob prejemu naziva Častni občan Mestne občine Nova Gorica,Subjekta javnega sektorja (delodajalca),2018-02-01,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SERBIA MAG. ANA BRNABIĆ,protocol,directly
2018-04-09,MESTNA OBČINA LJUBLJANA,funkcionar,"GOSPOD RAFAIL ZINUROV, NAMESTNIK PREDSEDNIKA ODBORA SVETA FEDERACIJE ZA MEDNARODNO SODELOVANJE",protokolarno,neposredno,60,"na podlagi predhodne cene, ki je navedena na hrbtni strani darila",prošnja za izročitev darila,Subjekta javnega sektorja (delodajalca),2018-04-09,MUNICIPALITY OF LJUBLJANA,functionary,"MR. RAFAIL ZINUROV, DEPUTY PRESIDENT OF THE COUNCIL COMMITTEE OF THE FEDERATION FOR INTERNATIONAL COOPERATION",protocol,directly
2018-04-23,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,državni organ/lokalna skupnost/nosilec javnih pooblastil,"sržavni sekretar slovaškega ministrstva za gospodarstvo, g. chovanec",protokolarno,neposredno,60,Cena navedena na knjigi (24 usa $),Poslovilni obisk veleposlanika,država,2018-04-23,MINISTRY OF ECONOMIC DEVELOPMENT AND TECHNOLOGY,state body/local community/holder of public authority,"the head secretary of the Slovak Ministry of Economy, Mr. pet",protocol,directly
2018-04-23,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK SLOVAŠKE REPUBLIKE ANDREJ KISKA,protokolarno,neposredno,60,osebna nestrokovna ocena,pogovor pri prs,Subjekta javnega sektorja (delodajalca),2018-04-23,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"ANDREJ KISKA, PRESIDENT OF THE SLOVAK REPUBLIC",protocol,directly
2018-05-03,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,državni organ/lokalna skupnost/nosilec javnih pooblastil,"predsednik EPO, g. Battisteli",protokolarno,neposredno,60,LASTNA PRESOJA,SPREJEM,Prejemnika,2018-05-03,MINISTRY OF ECONOMIC DEVELOPMENT AND TECHNOLOGY,state body/local community/holder of public authority,"President of the EPO, Mr. Battistelli",protocol,directly
2018-06-12,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"PAUL PACKER, PREDSEDNIK KOMISIJE ZDA ZA ZAŠČITO AMERIŠKE DEDIŠČINE V TUJINI",protokolarno,neposredno,60,LASTNA PRESOJA,SPREJEM,Prejemnika,2018-06-12,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"PAUL PACKER, CHAIRMAN OF THE UNITED STATES COMMISSION TO PROTECT AMERICAN HERITAGE ABROAD",protocol,directly
2018-06-20,MESTNA OBČINA LJUBLJANA,funkcionar,VLADA SANKT PETERBURGA,protokolarno,posredno,60,preverjena cena na trgu,vljudnostna gesta,"organizacija, v kateri funkcionar opravlja funkcijo",2018-06-20,MUNICIPALITY OF LJUBLJANA,functionary,SAINT PETERSBURG GOVERNMENT,protocol,Indirectly
2018-07-13,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"MARIE CLEOFE R NATIVIDAD, VELEPOSLANICA REPUBLIKE FILIPINOV V RS",protokolarno,neposredno,60,spletna trgovina,zahvala,Subjekta javnega sektorja (delodajalca),2018-07-13,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"MARIE CLEOFE R NATIVIDAD, AMBASSADOR OF THE REPUBLIC OF THE PHILIPPINES TO RS",protocol,directly
2018-09-13,RAČUNSKO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,"vrhovna revizijska inštitucija makedonije, namestnik predsednika g. naser ademi",protokolarno,neposredno,60,osebna nestrokovna ocena,pogovor z otroci o.š. lava,Subjekta javnega sektorja (delodajalca),2018-09-13,AUDIT COURT OF THE REPUBLIC OF SLOVENIA,functionary,"Supreme Audit Institution of Macedonia, Deputy President Mr. Nasser Ademi",protocol,directly
2018-09-24,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,predsednik senata republike poljske stanislaw karczewski,protokolarno,neposredno,60,OSEBNA NESTROKOVNA OCENA,"protokolarno darilo ob uradnem obisku MZZ Grčije v Sloveniji, 18.09.2020","organizacija, v kateri funkcionar opravlja funkcijo",2018-09-24,STATE COUNCIL OF THE REPUBLIC OF SLOVENIA,functionary,"President of the Senate of the Republic of Poland, Stanislaw Karczewski",protocol,directly
2018-09-24,MINISTRSTVO ZA INFRASTRUKTURO,funkcionar,NEDO HIROAKI ISHIZUKA,protokolarno,posredno,60,nestrokovna ocena (spletne cene),lastna pobuda,država,2018-09-24,MINISTRY OF INFRASTRUCTURE,functionary,NEDO HIROAKI ISHIZUKA,protocol,Indirectly
2018-10-12,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"gospa alexandra hildebrandt, direktorica muzeja mauermuseum",priložnostno,neposredno,60,nestrokovna ocena (spletna cena),srečanje v okviru obiska predsednika mednarodnega olimpijskega komiteja v sloveniji,država,2018-10-12,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Mrs. Alexandra Hildebrandt, Director of the Mauermuseum",casually,directly
2018-10-23,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"dr. zdravko kačič, rektor univerze v mariboru",priložnostno,neposredno,60,OSEBNA NESTROKOVNA OCENA,SREČANJE VELEPOSLANIKA S PDZ,Subjekta javnega sektorja (delodajalca),2018-10-23,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"dr. zdravko kačič, rector of the University of Maribor",casually,directly
2018-10-23,Socialno varstveni zavod Hrastovec,državni organ/lokalna skupnost/nosilec javnih pooblastil,skupnost socialnih zavodov slovenije,priložnostno,neposredno,60,OSEBNA NESTROKOVNA OCENA,DELOVNI POGOVOR PRI PREDSEDNIKU AVSTRIJE,Subjekta javnega sektorja (delodajalca),2018-10-23,Social welfare institution Hrastovec,state body/local community/holder of public authority,community of social institutions of Slovenia,casually,directly
2018-10-24,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,gospod boris pahor,priložnostno,neposredno,60,na podlagi podatka darovalca,jubilej,Prejemnika,2018-10-24,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,Mr. Boris Pahor,casually,directly
2018-11-14,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,predsednik vrhovnega sodišča madžarske,protokolarno,neposredno,60,splet,obisk,država,2018-11-14,SUPREME COURT OF THE REPUBLIC OF SLOVENIA,functionary,President of the Supreme Court of Hungary,protocol,directly
2018-12-11,OBČINA TRZIN,funkcionar,"izolacija zorman, šmarca, gornji log 2, 1241 kamnik",priložnostno,neposredno,60,splet,obisk,država,2018-12-11,TRZIN MUNICIPALITY,functionary,"insulation zorman, šmarca, upper log 2, 1241 kamnik",casually,directly
2018-12-20,OBČINA TRZIN,funkcionar,"javno komunalno podjetje prodnik d.o.o., savska cesta 34, 1230 domžale",priložnostno,neposredno,60,splet,obisk,država,2018-12-20,TRZIN MUNICIPALITY,functionary,"public utility company prodnik d.o.o., Savska cesta 34, 1230 Domžale",casually,directly
2019-02-11,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Talat XHAFERI, predsednik Sobranja Republike Makedonije",protokolarno,posredno,60,osebna nestrokovna ocena,darilo ob uradnem obisku v rep. severni makedoniji,država,2019-02-11,MINISTRY OF FOREIGN AFFAIRS,functionary,"Talat XHAFERI, Speaker of the Assembly of the Republic of Macedonia",protocol,Indirectly
2019-04-18,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,ORGANIZATOR SARAJEVO BUSINESS FORUMA,protokolarno,neposredno,60,osebna nestrokovna ocena,uradni obisk v severni makedoniji,Subjekta javnega sektorja (delodajalca),2019-04-18,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,ORGANIZER OF THE SARAJEVO BUSINESS FORUM,protocol,directly
2019-04-24,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,"JAROSLAV KUBERA, PREDSEDNIK SENATA ČEŠKE REPUBLIKE",protokolarno,neposredno,60,OSEBNA NESTROKOVNA OCENA,uradni obisk v severni makedoniji,Subjekta javnega sektorja (delodajalca),2019-04-24,STATE COUNCIL OF THE REPUBLIC OF SLOVENIA,functionary,"JAROSLAV KUBERA, PRESIDENT OF THE SENATE OF THE CZECH REPUBLIC",protocol,directly
2019-06-24,RAČUNSKO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,"vri varšava, predsednik kwiatkowski",priložnostno,neposredno,60,OSEBNA NESTROKOVNA OCENA,uradni obisk v severni makedoniji,Subjekta javnega sektorja (delodajalca),2019-06-24,AUDIT COURT OF THE REPUBLIC OF SLOVENIA,functionary,"vri warsaw, president kwiatkowski",casually,directly
2019-09-04,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Abbas ARAGHCHI, namestnik ministra za zunanje zadeve Islamske republike Iran",protokolarno,neposredno,60,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V SEVERNI MAKEDONIJI,Subjekta javnega sektorja (delodajalca),2019-09-04,MINISTRY OF FOREIGN AFFAIRS,functionary,"Abbas ARAGHCHI, Deputy Minister of Foreign Affairs of the Islamic Republic of Iran",protocol,directly
2019-10-28,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"gospod viktor orban, predsednik vlade madžarske",protokolarno,neposredno,60,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V SEVERNI MAKEDONIJI,Subjekta javnega sektorja (delodajalca),2019-10-28,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Mr. Viktor Orban, Prime Minister of Hungary",protocol,directly
2019-10-28,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"GOSPOD GAŠPERJ VINČEC, JADRALCA, OLIMPIJCA, BLOUDKOVEGA NAGRAJENCA IN, PO NOVEM, TUDI ZMAGOVALCA NAJVEČJE REGATE NA SVETU – BARKOLANE",protokolarno,neposredno,60,splet,71. OBLETNICA USTANOVITVE LR KITAJSKE,država,2019-10-28,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"MR GAŠPERJ VINČEC, SAILER, OLYMPIAN, BLOUDKO PRIZE WINNER AND, NEWLY, ALSO THE WINNER OF THE BIGGEST REGATTA IN THE WORLD – BARKOLANE",protocol,directly
2019-11-12,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"RED HABIB ZAKI, VELEPOSLANIK EGIPTA",protokolarno,neposredno,60,splet,71. OBLETNICA USTANOVITVE LR KITAJSKE,država,2019-11-12,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"RED HABIB ZAKI, AMBASSADOR OF EGYPT",protocol,directly
2019-11-14,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,predsednik vrhovnega sodišča madžarske,protokolarno,neposredno,60,splet,71. obletnica ustanovitve LR kitajske,država,2019-11-14,SUPREME COURT OF THE REPUBLIC OF SLOVENIA,functionary,President of the Supreme Court of Hungary,protocol,directly
2019-12-02,MESTNA OBČINA LJUBLJANA,funkcionar,"prof. dr. igor papič, rektor univerze v ljubljani",priložnostno,neposredno,60,laično ocenjeno na podlagi pregleda spleta,bilateralno srečanje ob robu zasedanja kmetijskih ministrov v4+7,Prejemnika,2019-12-02,MUNICIPALITY OF LJUBLJANA,functionary,"prof. dr. igor papič, rector of the University of Ljubljana",casually,directly
2019-12-18,BANKA SLOVENIJE,funkcionar,Veleposlaništvo VB,priložnostno,posredno,60,PREKO CEN OBJAVLJENIH NA SPLETNI STRANi PROIZVAJALCa IN PONUDNIKOV,PRILOŽNOSTNO DARILO OB KITAJSKEM PRAZNIKU SREDINE JESENI,Prejemnika,2019-12-18,BANK OF SLOVENIA,functionary,Embassy of the UK,casually,Indirectly
2020-01-15,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"šejk Abdulla Bin ZAYED AL NAHYAN, minister za zunanje zadeve in mednarodno sodelovanje Združenih Arabskih Emiratov",priložnostno,posredno,60,preko cen objavljenih na spletnih straneh proizvajalcev in ponudnikov,priložnostno darilo ob kitajskem prazniku sredine jeseni,Subjekta javnega sektorja (delodajalca),2020-01-15,MINISTRY OF FOREIGN AFFAIRS,functionary,"Sheikh Abdulla Bin ZAYED AL NAHYAN, Minister of Foreign Affairs and International Cooperation of the United Arab Emirates",casually,Indirectly
2020-01-15,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"sultan Salmeen ALMANSOURI, veleposlanik Katarja",priložnostno,posredno,60,PREVERJENA CENA NA SPLETU,"protokolarno darilo ob uradnem obisku MZZ dr. Logarja v Španiji, 29.09.2020",država,2020-01-15,MINISTRY OF FOREIGN AFFAIRS,functionary,"Sultan Salmeen ALMANSOURI, Ambassador of Qatar",casually,Indirectly
